Term,CRN,Subj,Crse,Title,Campus,Enrollment,%Passing,A,B,C,P,D,F,NP,W,Other,ITV,TV,WEB,CLWEB,TVWEB
W09,14652,MTH,20,Basic Math,3,12,66.70%,2,3,2,1,1,2,0,1,0,0,0,0,0,0
W09,17276,MTH,20,Basic Math,3,19,73.70%,9,2,3,0,1,1,0,3,0,0,0,0,0,0
W09,11842,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,14,71.40%,2,6,2,0,0,2,0,2,0,0,0,0,0,0
W09,12341,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,24,79.20%,9,4,5,1,2,1,0,1,1,0,0,0,0,0
W09,17592,MTH,20,Basic Math,4,20,65.00%,1,6,6,0,0,0,4,3,0,0,0,0,0,0
W09,17609,MTH,20,Basic Math,4,22,86.40%,6,8,5,0,0,0,1,2,0,0,0,0,0,0
W09,10404,MTH,95,Intermediate Algebra,1,13,76.90%,3,6,1,0,1,2,0,0,0,0,0,0,0,0
W09,10417,MTH,95,Intermediate Algebra,1,23,47.80%,4,4,3,0,5,2,2,1,2,0,0,0,0,0
W09,11525,MTH,95,Intermediate Algebra,1,20,80.00%,6,6,4,0,1,2,0,1,0,0,0,0,0,0
W09,13735,MTH,95,Intermediate Algebra,3,21,76.20%,4,9,3,0,1,3,0,1,0,0,0,0,0,0
W09,13756,MTH,95,Intermediate Algebra,3,16,68.80%,4,4,3,0,3,2,0,0,0,0,0,0,0,0
W09,11428,MTH,244,Statistics II,3,14,78.60%,4,3,4,0,0,1,0,2,0,0,0,0,0,0
W09,14702,MTH,112,Elementary Functions,2,32,81.30%,8,15,3,0,1,3,0,2,0,0,0,0,0,0
W09,10387,MTH,60,Introductory Algebra- 1st Term,3,26,76.90%,4,9,6,1,0,0,5,1,0,0,0,0,0,0
W09,12021,MTH,60,Introductory Algebra- 1st Term,2,28,75.00%,13,5,3,0,2,1,2,2,0,0,0,0,0,0
W09,12456,MTH,60,Introductory Algebra- 1st Term,1,38,68.40%,4,6,15,1,5,0,0,7,0,0,0,0,0,0
W09,12755,MTH,60,Introductory Algebra- 1st Term,3,25,68.00%,6,7,4,0,3,3,0,1,1,0,0,0,0,0
W09,14656,MTH,60,Introductory Algebra- 1st Term,2,36,33.30%,4,4,4,0,6,10,2,6,0,0,0,0,0,0
W09,17634,MTH,60,Introductory Algebra- 1st Term,2,34,64.70%,11,6,5,0,5,6,0,1,0,0,0,0,0,0
W09,10507,MTH,243,Statistics I,1,25,68.00%,0,4,13,0,3,0,0,5,0,0,0,0,0,0
W09,10729,MTH,243,Statistics I,1,18,94.40%,8,7,2,0,0,0,0,1,0,0,0,0,0,0
W09,11270,MTH,243,Statistics I,2,32,87.50%,8,11,8,1,2,0,0,2,0,0,0,0,0,0
W09,15812,MTH,243,Statistics I,2,22,81.80%,6,6,5,1,0,0,0,4,0,0,0,0,0,0
W09,14695,MTH,70,Review of Intro Algebra,3,11,63.60%,5,0,2,0,1,3,0,0,0,0,0,0,0,0
W09,13751,MTH,252,Calculus II,3,16,68.80%,5,4,2,0,0,0,1,2,2,0,0,0,0,0
W09,16532,MTH,20,Basic Math,4,19,36.80%,2,2,3,0,1,7,0,4,0,0,0,1,0,0
W09,16535,MTH,243,Statistics I,4,16,87.50%,4,7,3,0,1,0,1,0,0,0,0,1,0,0
W09,13244,MTH,91,Intermediate Algebra Part I,2,23,34.80%,3,0,4,1,5,4,3,2,1,0,0,0,0,0
W09,18509,MTH,60,Introductory Algebra- 1st Term,1,38,60.50%,8,5,8,2,3,3,2,7,0,0,0,0,0,0
W09,10412,MTH,65,Introductory Algebra-2nd Term,1,33,72.70%,6,6,9,3,4,0,2,1,2,0,0,0,0,0
W09,10415,MTH,65,Introductory Algebra-2nd Term,1,40,90.00%,27,5,4,0,1,0,1,1,1,0,0,0,0,0
W09,11088,MTH,65,Introductory Algebra-2nd Term,4,28,75.00%,9,6,6,0,3,1,1,2,0,0,0,0,0,0
W09,11159,MTH,65,Introductory Algebra-2nd Term,4,23,73.90%,11,4,2,0,4,0,2,0,0,0,0,0,0,0
W09,12694,MTH,253,Calculus III,2,34,91.20%,16,14,1,0,0,0,0,3,0,0,0,0,0,0
W09,13728,MTH,65,Introductory Algebra-2nd Term,3,39,64.10%,12,7,5,1,3,5,2,4,0,0,0,1,0,0
W09,10037,MTH,65,Introductory Algebra-2nd Term,4,20,75.00%,3,5,7,0,0,1,1,2,1,0,0,0,0,0
W09,11421,MTH,65,Introductory Algebra-2nd Term,3,20,75.00%,6,5,4,0,2,2,0,1,0,0,0,0,0,0
W09,11649,MTH,65,Introductory Algebra-2nd Term,2,28,50.00%,5,8,1,0,5,3,2,3,1,0,0,0,0,0
W09,14220,MTH,65,Introductory Algebra-2nd Term,1,32,56.30%,3,6,9,0,5,6,2,1,0,0,0,0,0,0
W09,11726,MTH,20,Basic Math,1,35,74.30%,13,5,8,0,2,3,1,2,1,0,0,0,0,0
W09,11898,MTH,20,Basic Math,3,24,45.80%,2,5,4,0,2,4,0,6,1,0,0,0,0,0
W09,12571,MTH,20,Basic Math,4,22,59.10%,4,6,3,0,1,2,1,5,0,0,0,0,0,0
W09,14823,MTH,20,Basic Math,3,20,65.00%,4,6,3,0,1,3,0,3,0,0,0,0,0,0
W09,17324,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,14,92.90%,9,2,2,0,0,0,0,1,0,0,0,0,0,0
W09,15785,MTH,93,Intro TI Graphics Calculator,2,20,95.00%,0,0,0,19,0,0,1,0,0,0,0,0,0,0
W09,13118,MTH,93,Intro TI Graphics Calculator,3,14,100.00%,0,0,0,14,0,0,0,0,0,0,0,0,0,0
W09,12340,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,12,83.30%,1,5,4,0,1,0,1,0,0,0,0,0,0,0
W09,10398,MTH,95,Intermediate Algebra,3,31,83.90%,3,10,12,1,1,0,0,4,0,0,0,0,0,0
W09,11423,MTH,95,Intermediate Algebra,3,35,51.40%,1,5,12,0,8,6,0,3,0,0,0,0,0,0
W09,10498,MTH,212,Foundations of Elem Math II,3,26,96.20%,10,10,5,0,0,0,1,0,0,0,0,0,0,0
W09,10970,MTH,111C,"Col Alg for Math,Science,Engin",3,16,81.30%,3,7,3,0,1,1,0,1,0,0,0,0,0,0
W09,11709,MTH,111C,"Col Alg for Math,Science,Engin",1,15,86.70%,8,2,2,1,0,0,0,2,0,0,0,0,0,0
W09,12876,MTH,111C,"Col Alg for Math,Science,Engin",1,28,67.90%,8,6,5,0,1,4,0,4,0,0,0,0,0,0
W09,10390,MTH,60,Introductory Algebra- 1st Term,3,31,64.50%,7,5,8,0,4,6,0,1,0,0,0,0,0,0
W09,10393,MTH,60,Introductory Algebra- 1st Term,3,27,37.00%,1,4,5,0,7,3,0,7,0,0,0,0,0,0
W09,10408,MTH,60,Introductory Algebra- 1st Term,1,33,54.50%,4,8,6,0,4,9,1,0,1,0,0,0,0,0
W09,10419,MTH,60,Introductory Algebra- 1st Term,1,35,62.90%,9,7,6,0,3,0,7,1,2,0,0,0,0,0
W09,11607,MTH,60,Introductory Algebra- 1st Term,4,33,60.60%,7,7,6,0,6,5,0,0,2,0,0,0,0,0
W09,12178,MTH,60,Introductory Algebra- 1st Term,3,31,67.70%,3,11,7,0,3,5,0,2,0,0,0,0,0,0
W09,12180,MTH,60,Introductory Algebra- 1st Term,3,31,77.40%,5,7,12,0,3,4,0,0,0,0,0,0,0,0
W09,10495,MTH,243,Statistics I,3,24,91.70%,10,7,5,0,0,0,0,2,0,0,0,0,0,0
W09,10811,MTH,243,Statistics I,1,24,50.00%,3,2,6,1,2,4,1,5,0,0,0,1,0,0
W09,10999,MTH,243,Statistics I,1,22,90.90%,7,8,5,0,0,0,2,0,0,0,0,0,0,0
W09,11019,MTH,243,Statistics I,1,26,50.00%,6,4,2,1,3,6,1,3,0,0,0,0,0,0
W09,11427,MTH,243,Statistics I,3,29,72.40%,8,6,7,0,3,2,1,2,0,0,0,0,0,0
W09,14826,MTH,243,Statistics I,3,23,69.60%,5,3,7,1,3,4,0,0,0,0,0,0,0,0
W09,12049,MTH,70,Review of Intro Algebra,2,34,58.80%,11,6,3,0,5,0,2,6,1,0,0,0,0,0
W09,10510,MTH,252,Calculus II,1,29,65.50%,6,9,4,0,0,2,3,0,5,0,0,0,0,0
W09,18544,MTH,65,Introductory Algebra-2nd Term,2,13,69.20%,2,2,5,0,3,0,0,1,0,0,0,0,0,0
W09,17864,MTH,10B,Fundamentals of Arithmetic I,4,19,42.10%,2,2,4,0,3,0,4,4,0,0,0,0,0,0
W09,13706,MTH,60,Introductory Algebra- 1st Term,3,41,53.70%,10,6,6,0,3,8,0,8,0,0,0,1,0,0
W09,11166,MTH,211,Foundations of Elem Math I,1,27,92.60%,11,12,2,0,1,0,0,1,0,0,0,0,0,0
W09,10496,MTH,253,Calculus III,3,22,81.80%,9,5,4,0,3,0,1,0,0,0,0,0,0,0
W09,10679,MTH,65,Introductory Algebra-2nd Term,2,30,86.70%,15,4,7,0,0,1,1,2,0,0,0,0,0,0
W09,11079,MTH,65,Introductory Algebra-2nd Term,3,28,53.60%,5,5,5,0,4,2,0,3,4,0,0,0,0,0
W09,10836,MTH,65,Introductory Algebra-2nd Term,3,29,79.30%,10,8,5,0,4,1,0,0,1,0,0,0,0,0
W09,11637,MTH,65,Introductory Algebra-2nd Term,3,23,69.60%,8,5,3,0,1,0,4,2,0,0,0,0,0,0
W09,13356,MTH,65,Introductory Algebra-2nd Term,1,23,91.30%,7,9,4,1,0,1,0,1,0,0,0,0,0,0
W09,11971,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,40,92.50%,18,11,7,1,1,0,1,1,0,0,0,0,0,0
W09,13747,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,19,73.70%,5,5,4,0,1,1,0,2,1,0,0,0,0,0
W09,14620,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",2,24,79.20%,6,7,6,0,2,0,0,3,0,0,0,0,0,0
W09,11687,MTH,20,Basic Math,2,26,76.90%,5,8,7,0,2,0,1,3,0,0,0,0,0,0
W09,11970,MTH,20,Basic Math,1,27,51.90%,5,8,1,0,3,7,1,2,0,0,0,0,0,0
W09,12019,MTH,20,Basic Math,2,23,65.20%,4,4,7,0,4,1,0,3,0,0,0,0,0,0
W09,17281,MTH,65,Introductory Algebra-2nd Term,3,27,66.70%,8,6,4,0,1,5,0,3,0,0,0,0,0,0
W09,17284,MTH,65,Introductory Algebra-2nd Term,3,33,72.70%,11,9,4,0,0,5,1,3,0,0,0,0,0,0
W09,10396,MTH,95,Intermediate Algebra,3,39,84.60%,10,11,12,0,0,5,0,1,0,0,0,0,0,0
W09,10407,MTH,95,Intermediate Algebra,1,28,60.70%,2,9,6,0,1,5,0,4,1,0,0,0,0,0
W09,11343,MTH,95,Intermediate Algebra,2,26,65.40%,8,4,5,0,2,0,4,2,1,0,0,0,0,0
W09,14649,MTH,95,Intermediate Algebra,3,37,43.20%,2,6,8,0,3,12,3,3,0,0,0,1,0,0
W09,14697,MTH,95,Intermediate Algebra,3,31,48.40%,4,4,7,0,4,6,2,4,0,0,0,0,0,0
W09,10973,MTH,256,Differential Equations,3,13,76.90%,2,3,5,0,1,0,1,1,0,0,0,0,0,0
W09,10502,MTH,212,Foundations of Elem Math II,1,26,88.50%,12,10,1,0,0,0,1,0,2,0,0,0,0,0
W09,13749,MTH,244,Statistics II,3,15,93.30%,9,3,2,0,0,0,1,0,0,0,0,0,0,0
W09,11708,MTH,111C,"Col Alg for Math,Science,Engin",1,33,72.70%,14,7,3,0,2,2,1,4,0,0,0,0,0,0
W09,10499,MTH,112,Elementary Functions,3,29,48.30%,6,4,3,1,2,2,3,8,0,0,0,0,0,0
W09,11492,MTH,112,Elementary Functions,1,21,81.00%,7,7,3,0,0,1,0,3,0,0,0,0,0,0
W09,13748,MTH,112,Elementary Functions,3,24,66.70%,3,7,6,0,1,5,0,2,0,0,0,0,0,0
W09,10386,MTH,60,Introductory Algebra- 1st Term,3,33,84.80%,12,10,5,1,0,0,4,1,0,0,0,0,0,0
W09,10394,MTH,60,Introductory Algebra- 1st Term,3,30,56.70%,3,6,8,0,4,4,0,3,2,0,0,0,0,0
W09,10418,MTH,60,Introductory Algebra- 1st Term,1,36,86.10%,15,11,5,0,0,2,0,3,0,0,0,0,0,0
W09,10726,MTH,60,Introductory Algebra- 1st Term,4,29,58.60%,7,5,5,0,4,7,0,1,0,0,0,0,0,0
W09,11419,MTH,60,Introductory Algebra- 1st Term,3,26,53.80%,5,8,1,0,4,2,0,5,1,0,0,0,0,0
W09,11685,MTH,60,Introductory Algebra- 1st Term,2,33,66.70%,8,6,8,0,1,7,1,2,0,0,0,0,0,0
W09,11969,MTH,60,Introductory Algebra- 1st Term,2,37,54.10%,9,3,8,0,1,3,7,5,1,0,0,0,0,0
W09,12069,MTH,60,Introductory Algebra- 1st Term,4,31,54.80%,4,7,6,0,6,5,0,3,0,0,0,0,0,0
W09,12339,MTH,60,Introductory Algebra- 1st Term,1,41,85.40%,18,12,3,2,1,1,1,3,0,0,0,0,0,0
W09,12700,MTH,60,Introductory Algebra- 1st Term,3,22,54.50%,8,2,2,0,3,1,1,2,3,0,0,0,0,0
W09,17350,MTH,60,Introductory Algebra- 1st Term,4,35,65.70%,12,8,3,0,5,6,1,0,0,0,0,0,0,0
W09,11399,MTH,62,Introductory Algebra-Part II,2,33,75.80%,19,5,1,0,0,0,0,4,4,0,0,0,0,0
W09,10515,MTH,243,Statistics I,1,18,72.20%,6,4,3,0,0,1,2,2,0,0,0,0,0,0
W09,11036,MTH,243,Statistics I,1,30,96.70%,16,9,4,0,0,0,0,0,1,0,0,0,0,0
W09,11397,MTH,243,Statistics I,1,50,78.00%,16,13,10,0,4,0,0,6,1,0,0,1,0,0
W09,11426,MTH,243,Statistics I,3,20,100.00%,5,10,5,0,0,0,0,0,0,0,0,0,0,0
W09,17328,MTH,243,Statistics I,3,19,57.90%,4,2,5,0,4,2,1,0,1,0,0,0,0,0
W09,12873,MTH,70,Review of Intro Algebra,1,52,48.10%,10,9,5,1,2,0,1,13,11,0,0,1,0,0
W09,10732,MTH,252,Calculus II,3,27,88.90%,7,7,10,0,2,0,0,0,1,0,0,0,0,0
W09,12464,MTH,252,Calculus II,4,11,100.00%,2,5,4,0,0,0,0,0,0,0,0,0,0,0
W09,13772,MTH,252,Calculus II,2,19,84.20%,6,6,4,0,3,0,0,0,0,0,0,0,0,0
W09,13667,MTH,111C,"Col Alg for Math,Science,Engin",4,23,82.60%,7,8,4,0,0,1,0,3,0,0,0,0,0,0
W09,12817,MTH,232,Elements of Discrete Math II,3,11,90.90%,3,4,3,0,0,0,0,1,0,0,0,0,0,0
W09,10505,MTH,253,Calculus III,1,16,68.80%,0,7,4,0,0,1,0,4,0,0,0,0,0,0
W09,10411,MTH,65,Introductory Algebra-2nd Term,1,27,51.90%,3,6,5,0,6,3,2,1,1,0,0,0,0,0
W09,10413,MTH,65,Introductory Algebra-2nd Term,1,16,68.80%,7,4,0,0,0,0,0,5,0,0,0,0,0,0
W09,12185,MTH,65,Introductory Algebra-2nd Term,2,19,47.40%,3,5,1,0,4,1,0,5,0,0,0,0,0,0
W09,11420,MTH,65,Introductory Algebra-2nd Term,3,28,67.90%,8,5,6,0,5,0,0,4,0,0,0,0,0,0
W09,14733,MTH,65,Introductory Algebra-2nd Term,3,14,57.10%,2,2,4,0,1,4,0,1,0,0,0,0,0,0
W09,13355,MTH,65,Introductory Algebra-2nd Term,1,19,89.50%,5,11,1,0,0,1,0,1,0,0,0,0,0,0
W09,14221,MTH,65,Introductory Algebra-2nd Term,1,31,93.50%,9,13,7,0,0,0,2,0,0,0,0,0,0,0
W09,14619,MTH,65,Introductory Algebra-2nd Term,2,29,51.70%,6,5,3,1,1,7,0,6,0,0,0,0,0,0
W09,14732,MTH,65,Introductory Algebra-2nd Term,3,19,73.70%,3,3,8,0,1,2,0,2,0,0,0,0,0,0
W09,13336,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,23,47.80%,3,2,5,1,5,2,1,4,0,0,0,1,0,0
W09,11681,MTH,15,Conquering Math Anxiety,2,19,94.70%,0,0,0,18,0,0,1,0,0,0,0,0,0,0
W09,11730,MTH,20,Basic Math,1,13,100.00%,11,0,2,0,0,0,0,0,0,0,0,0,0,0
W09,11906,MTH,20,Basic Math,3,22,77.30%,7,6,4,0,0,5,0,0,0,0,0,0,0,0
W09,17311,MTH,65,Introductory Algebra-2nd Term,3,22,72.70%,4,5,7,0,1,2,0,2,1,0,0,0,0,0
W09,17325,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,22,72.70%,6,6,4,0,1,2,0,3,0,0,0,1,0,0
W09,14881,MTH,65,Introductory Algebra-2nd Term,4,23,78.30%,9,5,4,0,1,2,0,1,1,0,0,0,0,0
W09,10551,MTH,20,Basic Math,2,33,57.60%,4,5,9,1,2,9,0,3,0,0,0,0,0,0
W09,11279,MTH,20,Basic Math,2,27,44.40%,3,2,7,0,2,0,10,3,0,0,0,0,0,0
W09,17706,MTH,20,Basic Math,3,13,92.30%,3,3,6,0,0,0,1,0,0,0,0,0,0,0
W09,17636,MTH,20,Basic Math,2,11,63.60%,4,2,1,0,0,2,1,1,0,0,0,0,0,0
W09,13125,MTH,261,Applied Linear Algebra I,3,21,66.70%,2,10,2,0,3,0,2,0,2,0,0,0,0,0
W09,12690,MTH,61,Introductory Algebra-Part I,2,42,83.30%,21,9,5,0,0,1,0,5,1,0,0,0,0,0
W09,10043,MTH,95,Intermediate Algebra,4,16,87.50%,8,4,2,0,1,0,0,1,0,0,0,0,0,0
W09,10403,MTH,95,Intermediate Algebra,2,32,93.80%,16,5,9,0,0,1,0,1,0,0,0,0,0,0
W09,11706,MTH,95,Intermediate Algebra,1,30,50.00%,0,10,5,0,5,3,1,3,3,0,0,0,0,0
W09,14750,MTH,95,Intermediate Algebra,1,19,52.60%,8,1,1,0,2,3,1,3,0,0,0,0,0,0
W09,17637,MTH,10B,Fundamentals of Arithmetic I,2,12,50.00%,2,2,2,0,2,2,0,2,0,0,0,0,0,0
W09,10508,MTH,244,Statistics II,1,22,68.20%,6,6,3,0,2,3,1,1,0,0,0,0,0,0
W09,10909,MTH,111C,"Col Alg for Math,Science,Engin",1,19,100.00%,12,6,1,0,0,0,0,0,0,0,0,0,0,0
W09,11424,MTH,111C,"Col Alg for Math,Science,Engin",3,27,66.70%,5,6,7,0,2,0,1,5,1,0,0,0,0,0
W09,11615,MTH,111C,"Col Alg for Math,Science,Engin",3,19,57.90%,5,1,5,0,2,3,0,2,1,0,0,0,0,0
W09,11651,MTH,111C,"Col Alg for Math,Science,Engin",2,16,50.00%,2,3,3,0,2,0,4,2,0,0,0,0,0,0
W09,11989,MTH,111C,"Col Alg for Math,Science,Engin",1,22,68.20%,8,3,3,1,5,1,0,0,1,0,0,1,0,0
W09,10391,MTH,60,Introductory Algebra- 1st Term,3,28,64.30%,5,8,5,0,1,5,1,3,0,0,0,0,0,0
W09,10730,MTH,60,Introductory Algebra- 1st Term,1,35,74.30%,11,9,6,0,1,4,1,3,0,0,0,0,0,0
W09,11710,MTH,60,Introductory Algebra- 1st Term,1,39,59.00%,9,7,7,0,4,2,9,1,0,0,0,0,0,0
W09,12979,MTH,60,Introductory Algebra- 1st Term,4,35,57.10%,7,6,7,0,1,5,3,4,2,0,0,0,0,0
W09,14635,MTH,60,Introductory Algebra- 1st Term,2,35,40.00%,3,11,0,0,12,4,1,4,0,0,0,0,0,0
W09,17605,MTH,60,Introductory Algebra- 1st Term,4,19,89.50%,8,3,6,0,0,0,0,2,0,0,0,0,0,0
W09,10409,MTH,62,Introductory Algebra-Part II,1,29,82.80%,10,8,6,0,0,1,0,1,3,0,0,0,0,0
W09,12703,MTH,62,Introductory Algebra-Part II,3,22,86.40%,7,4,8,0,0,0,0,3,0,0,0,0,0,0
W09,11037,MTH,243,Statistics I,1,15,66.70%,4,4,1,1,4,0,1,0,0,0,0,0,0,0
W09,12573,MTH,243,Statistics I,2,13,84.60%,6,2,3,0,0,1,0,0,1,0,0,0,0,0
W09,13705,MTH,60,Introductory Algebra- 1st Term,3,36,58.30%,7,4,10,0,3,5,1,4,2,0,0,0,0,0
W09,13559,MTH,60,Introductory Algebra- 1st Term,4,31,61.30%,9,8,2,0,5,2,1,4,0,0,0,1,0,0
W09,12732,MTH,211,Foundations of Elem Math I,3,27,96.30%,16,5,5,0,0,0,0,1,0,0,0,0,0,0
W09,10401,MTH,65,Introductory Algebra-2nd Term,1,20,40.00%,6,1,0,1,1,9,0,2,0,0,1,0,0,0
W09,10939,MTH,251,Calculus I,1,30,66.70%,6,6,8,0,6,0,0,4,0,0,0,0,0,0
W09,12050,MTH,251,Calculus I,2,42,78.60%,13,14,6,0,4,2,1,2,0,0,0,0,0,0
W09,11401,MTH,65,Introductory Algebra-2nd Term,2,34,94.10%,17,10,5,0,0,0,0,2,0,0,0,0,0,0
W09,11988,MTH,65,Introductory Algebra-2nd Term,1,39,74.40%,11,12,6,0,2,6,0,2,0,0,0,1,0,0
W09,12462,MTH,65,Introductory Algebra-2nd Term,4,15,86.70%,7,5,1,0,1,0,0,1,0,0,0,0,0,0
W09,11705,MTH,65,Introductory Algebra-2nd Term,1,37,56.80%,6,10,4,1,2,1,6,7,0,0,0,0,0,0
W09,12715,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,22,68.20%,4,3,8,0,1,3,0,3,0,0,0,0,0,0
W09,11723,MTH,20,Basic Math,1,31,90.30%,15,7,6,0,0,2,0,1,0,0,0,0,0,0
W09,11901,MTH,20,Basic Math,3,24,66.70%,3,6,7,0,2,4,0,2,0,0,0,0,0,0
W09,11902,MTH,20,Basic Math,3,21,28.60%,3,3,0,0,7,0,0,7,1,0,0,0,0,0
W09,11922,MTH,20,Basic Math,4,22,54.50%,8,2,2,0,3,4,0,3,0,0,0,0,0,0
W09,12188,MTH,20,Basic Math,2,35,51.40%,7,6,5,0,4,1,1,11,0,0,0,0,0,0
W09,14883,MTH,65,Introductory Algebra-2nd Term,4,33,72.70%,16,6,2,0,5,0,2,2,0,0,0,0,0,0
W09,17635,MTH,20,Basic Math,2,33,48.50%,9,3,3,1,4,13,0,0,0,0,0,0,0,0
W09,17633,MTH,65,Introductory Algebra-2nd Term,2,38,86.80%,11,10,12,0,3,0,1,1,0,0,0,0,0,0
W09,10912,MTH,95,Intermediate Algebra,1,38,81.60%,14,10,7,0,2,0,2,3,0,0,0,0,0,0
W09,11402,MTH,95,Intermediate Algebra,2,38,78.90%,10,11,9,0,5,2,0,1,0,0,0,0,0,0
W09,11986,MTH,95,Intermediate Algebra,1,18,33.30%,1,3,2,0,1,4,1,6,0,0,0,1,0,0
W09,12362,MTH,95,Intermediate Algebra,1,36,58.30%,12,5,4,0,2,3,8,0,2,0,0,0,0,0
W09,14646,MTH,95,Intermediate Algebra,4,20,50.00%,3,4,2,1,4,4,0,2,0,0,0,0,0,0
W09,15803,MTH,95,Intermediate Algebra,2,31,61.30%,10,5,4,0,0,8,0,4,0,0,0,0,0,0
W09,12733,MTH,244,Statistics II,3,15,86.70%,2,8,3,0,1,1,0,0,0,0,0,0,0,0
W09,14753,MTH,244,Statistics II,1,31,93.50%,22,7,0,0,1,0,1,0,0,0,0,0,0,0
W09,11653,MTH,112,Elementary Functions,2,26,76.90%,7,5,8,0,0,5,1,0,0,0,0,0,0,0
W09,10400,MTH,60,Introductory Algebra- 1st Term,1,40,50.00%,9,5,6,0,2,4,0,13,1,0,1,0,0,0
W09,11003,MTH,60,Introductory Algebra- 1st Term,1,39,69.20%,11,11,5,0,1,2,0,9,0,0,0,0,0,0
W09,12754,MTH,60,Introductory Algebra- 1st Term,3,24,54.20%,7,5,1,0,2,5,3,1,0,0,0,0,0,0
W09,17351,MTH,60,Introductory Algebra- 1st Term,4,30,70.00%,7,10,4,0,4,1,1,3,0,0,0,0,0,0
W09,10416,MTH,70,Review of Intro Algebra,1,24,75.00%,6,9,3,0,0,1,1,4,0,0,0,0,0,0
W09,17200,MTH,60,Introductory Algebra- 1st Term,1,30,60.00%,6,4,8,0,3,1,3,5,0,0,0,0,0,0
W09,17869,MTH,20,Basic Math,4,25,72.00%,7,5,6,0,0,0,3,4,0,0,0,0,0,0
W09,13281,MTH,95,Intermediate Algebra,1,21,85.70%,6,2,10,0,1,1,0,1,0,0,0,0,0,0
S09,21705,MTH,253,Calculus III,3,15,93.30%,3,7,4,0,0,1,0,0,0,0,0,0,0,0
S09,20122,MTH,65,Introductory Algebra-2nd Term,1,22,63.60%,2,5,6,1,1,1,0,3,3,0,1,0,0,0
S09,20135,MTH,65,Introductory Algebra-2nd Term,2,37,64.90%,14,8,2,0,3,5,3,1,1,0,0,0,0,0
S09,21940,MTH,65,Introductory Algebra-2nd Term,2,33,60.60%,9,5,6,0,4,4,3,2,0,0,0,0,0,0
S09,21961,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,37,81.10%,15,6,9,0,4,2,0,1,0,0,0,0,0,0
S09,21303,MTH,65,Introductory Algebra-2nd Term,3,30,50.00%,2,5,8,0,1,12,0,2,0,0,0,0,0,0
S09,22084,MTH,65,Introductory Algebra-2nd Term,3,21,81.00%,11,4,2,0,1,1,0,2,0,0,0,0,0,0
S09,22050,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",2,34,58.80%,5,8,7,0,8,4,0,2,0,0,0,0,0,0
S09,23236,MTH,65,Introductory Algebra-2nd Term,3,15,93.30%,5,4,5,0,1,0,0,0,0,0,0,0,0,0
S09,21690,MTH,20,Basic Math,3,22,81.80%,8,6,4,0,0,4,0,0,0,0,0,0,0,0
S09,21754,MTH,20,Basic Math,4,25,72.00%,7,8,3,0,1,5,0,1,0,0,0,0,0,0
S09,22100,MTH,20,Basic Math,3,20,80.00%,5,8,3,0,2,0,2,0,0,0,0,0,0,0
S09,20127,MTH,95,Intermediate Algebra,1,33,63.60%,12,8,1,0,5,0,1,5,1,0,0,0,0,0
S09,20136,MTH,95,Intermediate Algebra,2,35,48.60%,5,5,7,0,6,5,2,5,0,0,0,0,0,0
S09,22744,MTH,65,Introductory Algebra-2nd Term,1,36,69.40%,12,6,7,0,3,0,3,5,0,0,0,0,0,0
S09,23047,MTH,65,Introductory Algebra-2nd Term,4,30,56.70%,2,9,6,0,2,0,5,5,1,0,0,0,0,0
S09,27482,MTH,65,Introductory Algebra-2nd Term,3,22,72.70%,7,5,4,0,0,0,6,0,0,0,0,0,0,0
S09,22889,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,32,34.40%,5,2,4,0,2,10,0,9,0,0,0,1,0,0
S09,26648,MTH,20,Basic Math,2,33,75.80%,15,7,3,0,1,0,2,5,0,0,0,0,0,0
S09,21532,MTH,244,Statistics II,3,17,94.10%,8,4,4,0,0,0,0,1,0,0,0,0,0,0
S09,22115,MTH,244,Statistics II,3,25,100.00%,15,6,4,0,0,0,0,0,0,0,0,0,0,0
S09,20780,MTH,111C,"Col Alg for Math,Science,Engin",1,12,58.30%,2,2,3,0,0,0,1,3,1,0,0,0,0,0
S09,20862,MTH,111C,"Col Alg for Math,Science,Engin",3,34,44.10%,3,5,7,0,5,1,8,3,2,0,0,0,0,0
S09,21033,MTH,111C,"Col Alg for Math,Science,Engin",3,12,83.30%,2,6,2,0,1,0,0,1,0,0,0,0,0,0
S09,21860,MTH,111C,"Col Alg for Math,Science,Engin",1,18,50.00%,3,3,3,0,1,2,0,6,0,0,0,1,0,0
