Term,CRN,Subj,Crse,Title,Campus,Enrollment,%Passing,A,B,C,P,D,F,NP,W,Other,ITV,TV,WEB,CLWEB,TVWEB
S13,20583,MTH,65,Introductory Algebra-2nd Term,1,27,48.10%,4,4,3,2,5,5,1,3,0,0,0,0,0,0
S13,21199,MTH,65,Introductory Algebra-2nd Term,2,38,68.40%,7,12,7,0,1,2,2,7,0,0,0,0,0,0
S13,21719,MTH,65,Introductory Algebra-2nd Term,3,17,76.50%,1,3,9,0,2,2,0,0,0,0,0,0,0,0
S13,22605,MTH,65,Introductory Algebra-2nd Term,2,33,48.50%,7,1,6,2,7,4,1,5,0,0,0,0,0,0
S13,24396,MTH,65,Introductory Algebra-2nd Term,4,33,57.60%,11,4,3,1,9,0,0,5,0,0,0,0,0,0
S13,24465,MTH,65,Introductory Algebra-2nd Term,1,36,58.30%,10,7,4,0,0,5,1,9,0,0,0,1,0,0
S13,21023,MTH,20,Basic Math,3,24,75.00%,8,6,3,1,1,3,0,2,0,0,0,0,0,0
S13,20803,MTH,95,Intermediate Algebra,3,26,69.20%,3,9,5,1,0,3,0,5,0,0,0,0,0,0
S13,21222,MTH,95,Intermediate Algebra,3,33,90.90%,14,9,7,0,0,1,0,2,0,0,0,0,0,0
S13,23495,MTH,95,Intermediate Algebra,3,35,51.40%,6,7,4,1,3,4,1,9,0,0,0,1,0,0
S13,26037,MTH,65,Introductory Algebra-2nd Term,1,38,60.50%,9,3,10,1,0,6,1,8,0,0,0,1,0,0
S13,25883,MTH,65,Introductory Algebra-2nd Term,1,23,26.10%,1,1,3,1,3,5,2,7,0,0,0,0,0,1
S13,23329,MTH,20,Basic Math,1,19,63.20%,2,7,2,1,0,6,0,1,0,0,0,0,0,0
S13,24256,MTH,95,Intermediate Algebra,1,23,73.90%,4,6,5,2,2,2,0,2,0,0,0,0,0,0
S13,26575,MTH,61,Introductory Algebra-Part I,2,25,72.00%,7,5,6,0,0,3,1,3,0,0,0,0,0,0
S13,25844,MTH,112,Elementary Functions,4,12,75.00%,6,2,1,0,0,1,0,2,0,0,0,0,0,0
S13,26233,MTH,112,Elementary Functions,2,30,76.70%,8,6,8,1,2,0,0,5,0,0,0,0,0,0
S13,20639,MTH,60,Introductory Algebra- 1st Term,3,20,65.00%,8,1,4,0,0,3,1,3,0,0,0,0,0,0
S13,20935,MTH,60,Introductory Algebra- 1st Term,3,25,72.00%,15,1,2,0,1,2,1,3,0,0,0,0,0,0
S13,22943,MTH,60,Introductory Algebra- 1st Term,1,30,16.70%,2,1,2,0,3,18,1,2,1,0,0,1,0,0
S13,23236,MTH,60,Introductory Algebra- 1st Term,4,35,34.30%,5,5,2,0,3,13,2,4,1,0,0,1,0,0
S13,24249,MTH,60,Introductory Algebra- 1st Term,1,32,50.00%,3,8,4,1,3,9,0,4,0,0,0,0,0,0
S13,25680,MTH,60,Introductory Algebra- 1st Term,1,23,34.80%,2,3,3,0,4,9,1,1,0,0,0,1,0,0
S13,20816,MTH,63,Introductory Algebra-Part III,2,22,50.00%,6,2,3,0,2,0,0,9,0,0,0,0,0,0
S13,29235,MTH,95,Intermediate Algebra,1,34,52.90%,5,10,3,0,3,5,0,8,0,0,0,0,0,0
S13,24080,MTH,244,Statistics II,3,46,60.90%,19,8,1,0,2,10,1,5,0,0,0,1,0,0
S13,28770,MTH,60,Introductory Algebra- 1st Term,4,16,37.50%,1,4,1,0,0,2,0,7,1,0,0,0,0,0
S13,25090,MTH,111,College Algebra,3,25,32.00%,0,4,4,0,2,4,1,10,0,0,0,1,0,0
S13,25379,MTH,111,College Algebra,1,36,63.90%,4,8,9,2,2,4,0,7,0,0,0,0,0,0
S13,25839,MTH,111,College Algebra,4,29,62.10%,5,7,6,0,3,2,0,6,0,0,0,0,0,0
S13,20543,MTH,70,Review of Intro Algebra,2,18,61.10%,7,2,2,0,0,5,0,2,0,0,0,0,0,0
S13,22724,MTH,70,Review of Intro Algebra,1,34,82.40%,13,11,3,1,0,5,0,1,0,0,0,0,0,0
S13,27644,MTH,105,Explorations in Mathematics,3,22,72.70%,5,4,7,0,2,0,1,3,0,0,0,0,0,0
S13,20643,MTH,252,Calculus II,3,38,86.80%,12,16,4,1,2,1,0,2,0,0,0,0,0,0
S13,22916,MTH,252,Calculus II,2,34,58.80%,9,6,5,0,1,2,1,10,0,0,0,0,0,0
S13,21337,MTH,251,Calculus I,2,38,89.50%,23,6,5,0,0,2,2,0,0,0,0,0,0,0
S13,24466,MTH,251,Calculus I,1,30,83.30%,2,14,9,0,0,0,0,5,0,0,0,0,0,0
S13,24473,MTH,251,Calculus I,1,28,53.60%,3,7,5,0,6,3,1,3,0,0,0,0,0,0
S13,21374,MTH,65,Introductory Algebra-2nd Term,3,23,56.50%,0,6,7,0,4,3,0,3,0,0,0,0,0,0
S13,21037,MTH,65,Introductory Algebra-2nd Term,3,28,71.40%,10,6,4,0,1,0,1,6,0,0,0,0,0,0
S13,21799,MTH,253,Calculus III,2,18,88.90%,4,11,1,0,1,0,0,1,0,0,0,0,0,0
S13,20290,MTH,65,Introductory Algebra-2nd Term,4,23,56.50%,4,5,4,0,2,3,0,5,0,0,0,0,0,0
S13,20666,MTH,65,Introductory Algebra-2nd Term,1,30,83.30%,7,8,9,1,0,2,0,3,0,0,0,0,0,0
S13,21186,MTH,65,Introductory Algebra-2nd Term,4,42,83.30%,14,15,5,1,3,2,0,2,0,0,0,0,0,0
S13,21221,MTH,65,Introductory Algebra-2nd Term,3,35,60.00%,12,5,4,0,4,4,1,4,1,0,0,0,0,0
S13,21473,MTH,65,Introductory Algebra-2nd Term,1,36,75.00%,13,8,6,0,0,4,1,4,0,0,0,0,0,0
S13,21722,MTH,65,Introductory Algebra-2nd Term,3,35,54.30%,6,4,9,0,2,7,0,5,2,0,0,1,0,0
S13,24394,MTH,65,Introductory Algebra-2nd Term,4,33,78.80%,10,8,8,0,3,3,0,1,0,0,0,0,0,0
S13,21004,MTH,20,Basic Math,1,25,92.00%,16,5,1,1,0,1,0,0,1,0,0,0,0,0
S13,21017,MTH,20,Basic Math,3,21,42.90%,7,1,1,0,1,5,3,3,0,0,0,0,0,0
S13,21020,MTH,20,Basic Math,3,24,70.80%,5,4,8,0,1,3,0,2,1,0,0,0,0,0
S13,21044,MTH,20,Basic Math,2,31,48.40%,7,3,5,0,3,10,1,2,0,0,0,0,0,0
S13,21131,MTH,20,Basic Math,1,34,61.80%,9,8,4,0,1,9,1,2,0,0,0,0,0,0
S13,21146,MTH,20,Basic Math,4,29,37.90%,1,4,5,1,4,11,0,3,0,0,0,0,0,0
S13,21344,MTH,20,Basic Math,3,49,55.10%,9,9,9,0,1,12,1,8,0,0,0,1,0,0
S13,20091,MTH,95,Intermediate Algebra,2,27,51.90%,2,4,8,0,5,3,0,5,0,0,0,0,0,0
S13,21075,MTH,95,Intermediate Algebra,3,32,31.30%,2,4,3,1,1,5,4,12,0,0,0,0,0,0
S13,21796,MTH,95,Intermediate Algebra,2,34,67.60%,8,9,6,0,3,3,2,3,0,0,0,0,0,0
S13,20030,MTH,256,Differential Equations,1,11,72.70%,3,3,2,0,0,1,1,1,0,0,0,0,0,0
S13,22426,MTH,261,Applied Linear Algebra I,1,26,88.50%,7,13,3,0,1,0,0,2,0,0,0,0,0,0
S13,24257,MTH,95,Intermediate Algebra,1,14,35.70%,2,2,1,0,1,1,0,6,1,0,0,0,0,0
S13,26234,MTH,256,Differential Equations,2,18,66.70%,7,1,4,0,2,3,0,1,0,0,0,0,0,0
S13,26226,MTH,65,Introductory Algebra-2nd Term,2,25,76.00%,5,8,6,0,1,1,1,3,0,0,0,0,0,0
S13,28697,MTH,95,Intermediate Algebra,4,11,27.30%,2,1,0,0,0,2,2,4,0,0,0,0,0,0
S13,28611,MTH,95,Intermediate Algebra,4,20,35.00%,3,1,3,0,0,4,0,9,0,0,0,1,0,0
S13,20946,MTH,244,Statistics II,3,23,95.70%,8,10,4,0,0,0,0,1,0,0,0,0,0,0
S13,21226,MTH,244,Statistics II,3,21,76.20%,7,7,2,0,1,0,1,3,0,0,0,0,0,0
S13,20654,MTH,112,Elementary Functions,3,28,75.00%,3,9,9,0,1,1,1,4,0,0,0,0,0,0
S13,20075,MTH,60,Introductory Algebra- 1st Term,1,36,50.00%,5,4,9,0,1,10,1,6,0,0,0,0,0,0
S13,20541,MTH,60,Introductory Algebra- 1st Term,2,29,75.90%,10,6,6,0,0,4,0,3,0,0,0,0,0,0
S13,20798,MTH,60,Introductory Algebra- 1st Term,3,33,72.70%,10,7,6,1,1,7,0,1,0,0,0,0,0,0
S13,20936,MTH,60,Introductory Algebra- 1st Term,3,33,69.70%,8,4,10,1,4,3,1,2,0,0,0,0,0,0
S13,21364,MTH,60,Introductory Algebra- 1st Term,2,33,69.70%,15,6,2,0,2,8,0,0,0,0,0,0,0,0
S13,21372,MTH,60,Introductory Algebra- 1st Term,3,29,58.60%,7,4,6,0,5,5,1,1,0,0,0,0,0,0
S13,27468,MTH,60,Introductory Algebra- 1st Term,3,33,39.40%,6,3,4,0,3,12,0,5,0,0,0,1,0,0
S13,20027,MTH,213,Foundations of Elem Math III,1,24,75.00%,8,6,4,0,1,1,1,2,1,0,0,0,0,0
S13,20701,MTH,213,Foundations of Elem Math III,2,14,71.40%,6,4,0,0,0,0,0,1,3,0,0,0,0,0
S13,27409,MTH,95,Intermediate Algebra,1,33,54.50%,5,8,5,0,1,4,0,10,0,0,0,1,0,0
S13,27405,MTH,60,Introductory Algebra- 1st Term,1,33,60.60%,4,5,9,2,2,5,0,6,0,0,0,0,0,0
S13,27406,MTH,60,Introductory Algebra- 1st Term,1,20,70.00%,9,1,2,2,0,3,0,3,0,0,0,0,0,0
S13,27595,MTH,62,Introductory Algebra-Part II,3,32,53.10%,6,7,4,0,0,3,1,11,0,0,0,0,0,0
S13,28992,MTH,65,Introductory Algebra-2nd Term,1,13,69.20%,3,5,1,0,0,2,0,2,0,0,0,0,0,0
S13,25085,MTH,111,College Algebra,3,28,64.30%,4,3,11,0,5,4,0,1,0,0,0,0,0,0
S13,27837,MTH,95,Intermediate Algebra,1,38,65.80%,8,10,7,0,3,2,1,7,0,0,0,0,0,0
S13,25375,MTH,111,College Algebra,1,26,42.30%,4,5,2,0,2,4,0,9,0,0,0,0,0,0
S13,25841,MTH,111,College Algebra,4,33,63.60%,10,5,6,0,6,2,0,4,0,0,0,0,0,0
S13,26182,MTH,111,College Algebra,2,30,56.70%,9,4,3,1,1,7,0,5,0,0,0,0,1,0
S13,27381,MTH,243,Statistics I,1,26,73.10%,12,6,1,0,0,1,0,6,0,0,0,0,0,0
S13,20836,MTH,70,Review of Intro Algebra,1,33,39.40%,4,4,4,1,1,8,2,8,1,0,0,1,0,0
S13,26335,MTH,70,Review of Intro Algebra,3,21,42.90%,1,3,5,0,3,3,1,5,0,0,0,0,0,0
S13,29190,MTH,70,Review of Intro Algebra,1,29,41.40%,7,2,3,0,0,6,0,11,0,0,0,1,0,0
S13,22745,MTH,105,Explorations in Mathematics,2,35,91.40%,15,12,5,0,0,1,0,2,0,0,0,0,0,0
S13,27392,MTH,243,Statistics I,1,38,68.40%,11,14,1,0,3,1,0,8,0,0,0,1,0,0
S13,20077,MTH,65,Introductory Algebra-2nd Term,1,37,59.50%,6,12,3,1,2,7,2,4,0,0,0,0,0,0
S13,20799,MTH,65,Introductory Algebra-2nd Term,3,16,75.00%,3,3,6,0,0,4,0,0,0,0,0,0,0,0
S13,21211,MTH,65,Introductory Algebra-2nd Term,4,24,37.50%,1,4,4,0,3,5,1,6,0,0,0,0,0,0
S13,21246,MTH,65,Introductory Algebra-2nd Term,1,34,70.60%,11,9,4,0,3,4,0,3,0,0,0,0,0,0
S13,22857,MTH,65,Introductory Algebra-2nd Term,2,31,67.70%,7,7,5,2,3,3,1,2,1,0,0,0,0,0
S13,20703,MTH,93,Intro Graphing Calculators,3,18,94.40%,0,0,0,17,0,0,0,0,1,0,0,0,0,0
S13,20986,MTH,15,Conquering Math Anxiety,2,20,85.00%,0,0,0,17,0,0,0,3,0,0,0,0,0,0
S13,21002,MTH,20,Basic Math,1,32,31.30%,5,2,3,0,6,11,1,4,0,0,0,0,0,0
S13,21003,MTH,20,Basic Math,1,36,75.00%,14,7,5,1,1,4,1,2,1,0,0,0,0,0
S13,21151,MTH,20,Basic Math,2,25,60.00%,9,4,2,0,1,4,3,2,0,0,0,0,0,0
S13,21200,MTH,20,Basic Math,2,29,65.50%,4,7,8,0,2,4,1,3,0,0,0,0,0,0
S13,21527,MTH,20,Basic Math,3,33,42.40%,6,5,3,0,0,10,1,8,0,0,0,1,0,0
S13,23388,MTH,61,Introductory Algebra-Part I,2,34,8.80%,2,0,1,0,4,10,5,12,0,0,0,0,0,0
S13,20292,MTH,95,Intermediate Algebra,4,36,63.90%,10,9,4,0,2,3,0,8,0,0,0,0,0,0
S13,20804,MTH,95,Intermediate Algebra,3,27,66.70%,8,4,6,0,2,3,0,4,0,0,0,0,0,0
S13,20811,MTH,95,Intermediate Algebra,2,34,52.90%,7,8,3,0,7,0,2,7,0,0,0,0,0,0
S13,20945,MTH,95,Intermediate Algebra,3,36,77.80%,14,9,5,0,2,4,0,2,0,0,0,0,0,0
S13,22207,MTH,95,Intermediate Algebra,4,22,27.30%,1,4,1,0,2,6,0,8,0,0,0,1,0,0
S13,22736,MTH,95,Intermediate Algebra,2,23,47.80%,4,5,2,0,1,1,2,8,0,0,0,0,0,0
S13,24385,MTH,95,Intermediate Algebra,1,31,48.40%,2,7,5,1,5,2,0,9,0,0,0,0,0,0
S13,25845,MTH,256,Differential Equations,4,16,81.30%,11,2,0,0,0,2,0,1,0,0,0,0,0,0
S13,22296,MTH,20,Basic Math,1,29,62.10%,13,4,1,0,2,7,0,2,0,0,0,0,0,0
S13,26199,MTH,95,Intermediate Algebra,3,46,37.00%,6,7,4,0,4,5,0,20,0,0,0,1,0,0
S13,20503,MTH,30,Business Mathematics,1,25,48.00%,2,4,4,2,0,6,1,6,0,0,1,0,0,0
S13,20093,MTH,60,Introductory Algebra- 1st Term,3,33,48.50%,5,6,5,0,2,10,1,4,0,0,0,0,0,0
S13,20094,MTH,60,Introductory Algebra- 1st Term,3,41,65.90%,15,6,6,0,7,4,0,3,0,0,0,0,0,0
S13,20100,MTH,60,Introductory Algebra- 1st Term,3,31,77.40%,6,7,11,0,2,0,1,4,0,0,0,0,0,0
S13,20293,MTH,60,Introductory Algebra- 1st Term,4,37,48.60%,7,7,4,0,1,7,1,10,0,0,0,0,0,0
S13,21209,MTH,60,Introductory Algebra- 1st Term,4,36,50.00%,7,1,9,1,6,4,1,7,0,0,0,0,0,0
S13,24248,MTH,60,Introductory Algebra- 1st Term,1,36,47.20%,7,5,5,0,2,10,1,6,0,0,0,1,0,0
S13,20076,MTH,63,Introductory Algebra-Part III,1,27,63.00%,4,10,3,0,2,3,0,5,0,0,0,0,0,0
S13,24397,MTH,63,Introductory Algebra-Part III,4,23,78.30%,4,2,10,2,0,2,0,3,0,0,0,0,0,0
S13,25877,MTH,62,Introductory Algebra-Part II,1,32,68.80%,9,7,6,0,3,2,1,4,0,0,0,0,0,0
S13,25504,MTH,244,Statistics II,1,28,71.40%,8,5,5,2,1,2,0,5,0,0,0,1,0,0
S13,23614,MTH,60,Introductory Algebra- 1st Term,3,25,52.00%,4,3,6,0,4,4,1,2,1,0,0,0,0,0
S13,25089,MTH,111,College Algebra,3,24,54.20%,1,5,7,0,2,5,0,4,0,0,0,0,0,0
S13,25371,MTH,111,College Algebra,1,32,50.00%,4,6,6,0,5,7,0,4,0,0,0,0,0,0
S13,25505,MTH,111,College Algebra,1,28,50.00%,6,4,4,0,0,4,4,5,1,0,0,1,0,0
S13,25840,MTH,111,College Algebra,4,24,70.80%,12,3,1,1,3,2,0,2,0,0,0,0,0,0
S13,26230,MTH,111,College Algebra,2,36,50.00%,5,8,5,0,5,8,0,5,0,0,0,0,0,0
S13,27380,MTH,243,Statistics I,1,16,75.00%,3,7,2,0,0,1,0,3,0,0,0,0,0,0
S13,27375,MTH,243,Statistics I,1,27,88.90%,12,6,6,0,1,0,2,0,0,0,0,0,0,0
S13,27654,MTH,243,Statistics I,3,28,50.00%,5,4,5,0,3,4,0,7,0,0,0,0,0,0
S13,27664,MTH,243,Statistics I,3,26,69.20%,14,2,2,0,0,3,1,4,0,0,0,0,0,0
S13,28988,MTH,243,Statistics I,2,37,64.90%,9,9,6,0,6,2,0,5,0,0,0,0,0,0
S13,20029,MTH,254,Vector Calculus I,1,26,53.80%,5,4,5,0,6,1,0,5,0,0,0,0,0,0
S13,20582,MTH,70,Review of Intro Algebra,1,21,85.70%,9,7,2,0,0,2,0,1,0,0,0,0,0,0
S13,23491,MTH,105,Explorations in Mathematics,3,23,91.30%,15,2,4,0,0,0,0,2,0,0,0,0,0,0
S13,23499,MTH,251,Calculus I,3,26,88.50%,15,6,2,0,0,1,1,1,0,0,0,0,0,0
S13,20079,MTH,65,Introductory Algebra-2nd Term,1,30,50.00%,10,2,3,0,2,7,0,6,0,0,0,0,0,0
S13,20092,MTH,65,Introductory Algebra-2nd Term,2,15,33.30%,0,2,3,0,2,5,0,3,0,0,0,0,1,0
S13,23476,MTH,253,Calculus III,4,30,100.00%,11,16,3,0,0,0,0,0,0,0,0,0,0,0
S13,23383,MTH,253,Calculus III,1,26,57.70%,7,4,4,0,3,3,0,5,0,0,0,0,0,0
S13,20801,MTH,65,Introductory Algebra-2nd Term,3,30,83.30%,5,7,13,0,1,2,0,2,0,0,0,0,0,0
S13,21626,MTH,65,Introductory Algebra-2nd Term,4,29,44.80%,7,5,1,0,4,4,1,7,0,0,0,0,0,0
S13,24389,MTH,65,Introductory Algebra-2nd Term,1,31,38.70%,2,5,5,0,3,10,2,4,0,0,0,0,0,0
S13,24393,MTH,65,Introductory Algebra-2nd Term,4,38,76.30%,5,17,7,0,1,5,0,3,0,0,0,0,0,0
S13,22726,MTH,65,Introductory Algebra-2nd Term,3,26,65.40%,4,4,9,0,4,3,0,2,0,0,0,0,0,0
S13,21001,MTH,20,Basic Math,1,27,44.40%,6,4,1,1,2,3,2,8,0,0,0,0,0,0
S13,21039,MTH,20,Basic Math,2,28,71.40%,11,5,4,0,0,7,1,0,0,0,0,0,0,0
S13,21063,MTH,20,Basic Math,4,30,83.30%,7,10,8,0,5,0,0,0,0,0,0,0,0,0
S13,21064,MTH,20,Basic Math,4,28,35.70%,4,4,2,0,1,12,0,4,1,0,0,0,0,0
S13,21762,MTH,20,Basic Math,4,29,48.30%,10,3,1,0,0,10,1,4,0,0,0,0,0,0
S13,21112,MTH,261,Applied Linear Algebra I,3,31,83.90%,12,11,3,0,3,1,0,1,0,0,0,0,0,0
S13,20581,MTH,95,Intermediate Algebra,1,36,36.10%,1,7,5,0,2,6,3,12,0,0,0,0,0,0
S13,21101,MTH,95,Intermediate Algebra,1,31,90.30%,8,12,7,1,0,1,0,2,0,0,0,0,0,0
S13,22162,MTH,95,Intermediate Algebra,3,26,84.60%,9,9,4,0,0,0,2,2,0,0,0,0,0,0
S13,24412,MTH,95,Intermediate Algebra,4,35,77.10%,19,6,2,0,0,5,0,3,0,0,0,0,0,0
S13,21111,MTH,256,Differential Equations,3,32,96.90%,23,5,3,0,0,0,0,1,0,0,0,0,0,0
S13,26393,MTH,20,Basic Math,2,21,52.40%,6,5,0,0,3,3,1,3,0,0,0,0,0,0
S13,26338,MTH,65,Introductory Algebra-2nd Term,1,33,51.50%,7,4,3,3,4,5,1,6,0,0,0,0,0,0
S13,26324,MTH,95,Intermediate Algebra,4,32,59.40%,4,12,3,0,6,4,0,3,0,0,0,0,0,0
S13,26333,MTH,95,Intermediate Algebra,1,36,66.70%,11,9,4,0,6,1,1,3,1,0,0,0,0,0
S13,21340,MTH,244,Statistics II,2,32,81.30%,13,8,5,0,2,1,1,2,0,0,0,0,0,0
S13,20671,MTH,112,Elementary Functions,1,28,46.40%,6,2,5,0,3,5,0,7,0,0,0,1,0,0
S13,20837,MTH,112,Elementary Functions,1,26,42.30%,2,1,8,0,0,3,1,11,0,0,0,0,0,0
S13,22163,MTH,112,Elementary Functions,3,26,92.30%,21,3,0,0,0,0,0,2,0,0,0,0,0,0
S13,22752,MTH,112,Elementary Functions,3,28,71.40%,8,7,5,0,1,1,0,5,1,0,0,0,0,0
S13,23376,MTH,112,Elementary Functions,1,22,77.30%,5,9,3,0,2,2,0,1,0,0,0,0,0,0
S13,20808,MTH,60,Introductory Algebra- 1st Term,2,39,82.10%,12,16,4,0,1,3,1,2,0,0,0,0,0,0
S13,21620,MTH,60,Introductory Algebra- 1st Term,4,37,56.80%,7,7,7,0,2,6,0,8,0,0,0,0,0,0
S13,21789,MTH,60,Introductory Algebra- 1st Term,2,26,65.40%,7,3,7,0,1,4,0,4,0,0,0,0,0,0
S13,22930,MTH,60,Introductory Algebra- 1st Term,4,49,34.70%,4,9,4,0,5,13,0,14,0,0,0,1,0,0
S13,23237,MTH,60,Introductory Algebra- 1st Term,4,33,48.50%,3,4,9,0,4,7,1,5,0,0,0,0,0,0
S13,25679,MTH,60,Introductory Algebra- 1st Term,1,25,36.00%,2,4,2,1,4,4,2,6,0,0,0,1,0,0
S13,21341,MTH,62,Introductory Algebra-Part II,2,33,57.60%,5,8,6,0,2,7,2,2,1,0,0,0,0,0
S13,27408,MTH,65,Introductory Algebra-2nd Term,1,34,70.60%,8,3,13,0,2,3,0,5,0,0,0,0,0,0
S13,28695,MTH,95,Intermediate Algebra,4,16,68.80%,2,3,6,0,1,0,1,3,0,0,0,0,0,0
S13,23747,MTH,95,Intermediate Algebra,4,30,60.00%,7,2,9,0,2,1,1,8,0,0,0,0,0,0
S13,23755,MTH,60,Introductory Algebra- 1st Term,4,33,75.80%,11,9,5,0,0,6,0,2,0,0,0,0,0,0
S13,26274,MTH,244,Statistics II,1,43,93.00%,28,9,3,0,1,1,0,1,0,0,0,0,0,0
S13,29249,MTH,112,Elementary Functions,1,33,60.60%,6,9,5,0,3,5,0,5,0,0,0,0,0,0
S13,25381,MTH,111,College Algebra,1,35,77.10%,6,11,8,2,0,3,1,4,0,0,0,0,0,0
S13,25383,MTH,111,College Algebra,1,27,40.70%,1,5,5,0,4,3,1,8,0,0,0,0,0,0
S13,25842,MTH,111,College Algebra,4,31,61.30%,8,10,1,0,4,1,1,6,0,0,0,0,0,0
S13,26231,MTH,111,College Algebra,2,19,52.60%,4,4,2,0,4,4,0,1,0,0,0,0,0,0
S13,27839,MTH,111,College Algebra,1,11,54.50%,0,4,2,0,2,1,1,1,0,0,0,0,0,0
S13,27646,MTH,111,College Algebra,3,49,44.90%,10,3,9,0,9,7,3,8,0,0,0,1,0,0
S13,28613,MTH,243,Statistics I,4,33,69.70%,7,8,6,2,2,3,1,4,0,0,0,1,0,0
S13,27667,MTH,243,Statistics I,3,33,63.60%,8,10,1,2,1,1,0,10,0,0,0,1,0,0
S13,20033,MTH,251,Calculus I,3,21,81.00%,5,9,3,0,1,1,0,2,0,0,0,0,0,0
S13,20090,MTH,65,Introductory Algebra-2nd Term,2,28,46.40%,2,3,7,1,3,5,2,5,0,0,0,0,0,0
S13,24474,MTH,251,Calculus I,1,35,51.40%,3,11,3,1,5,5,3,4,0,0,0,0,0,0
S13,21367,MTH,65,Introductory Algebra-2nd Term,3,31,77.40%,5,13,5,1,1,1,0,5,0,0,0,0,0,0
S13,25681,MTH,251,Calculus I,1,35,77.10%,11,14,2,0,1,3,0,4,0,0,0,0,0,0
S13,20729,MTH,65,Introductory Algebra-2nd Term,1,37,56.80%,5,5,11,0,1,5,0,10,0,0,0,1,0,0
S13,21150,MTH,65,Introductory Algebra-2nd Term,2,20,55.00%,2,6,3,0,4,1,0,4,0,0,0,0,0,0
S13,21185,MTH,65,Introductory Algebra-2nd Term,4,30,50.00%,6,4,5,0,1,6,0,7,1,0,0,0,0,0
S13,22205,MTH,65,Introductory Algebra-2nd Term,4,18,66.70%,5,5,2,0,2,2,0,2,0,0,0,0,0,0
S13,24388,MTH,65,Introductory Algebra-2nd Term,1,32,65.60%,7,4,10,0,0,8,0,3,0,0,0,0,0,0
S13,22729,MTH,65,Introductory Algebra-2nd Term,3,23,47.80%,7,4,0,0,3,5,0,4,0,0,0,0,0,0
S13,21045,MTH,20,Basic Math,2,32,43.80%,5,4,5,0,7,9,1,1,0,0,0,0,0,0
S13,20080,MTH,95,Intermediate Algebra,1,25,72.00%,4,6,7,1,1,3,1,2,0,0,0,0,0,0
S13,20082,MTH,95,Intermediate Algebra,1,35,28.60%,0,5,3,2,7,13,1,4,0,0,0,0,0,0
S13,20083,MTH,95,Intermediate Algebra,1,37,70.30%,17,5,4,0,2,2,1,5,1,0,0,0,0,0
S13,20851,MTH,95,Intermediate Algebra,1,34,61.80%,3,16,2,0,4,2,2,5,0,0,0,0,0,0
S13,20924,MTH,95,Intermediate Algebra,1,31,51.60%,4,7,5,0,3,2,1,8,1,0,0,0,0,0
S13,21102,MTH,95,Intermediate Algebra,1,26,23.10%,1,1,2,2,0,6,5,9,0,0,0,1,0,0
S13,21720,MTH,95,Intermediate Algebra,3,32,28.10%,2,3,4,0,4,7,3,9,0,0,0,0,0,0
S13,23404,MTH,95,Intermediate Algebra,2,32,56.30%,5,3,7,3,2,4,2,6,0,0,0,0,0,0
S13,23479,MTH,95,Intermediate Algebra,3,30,53.30%,4,9,3,0,3,7,0,4,0,0,0,0,0,0
S13,25838,MTH,65,Introductory Algebra-2nd Term,4,42,33.30%,3,7,3,1,6,8,1,13,0,0,0,1,0,0
S13,25837,MTH,20,Basic Math,4,30,36.70%,2,4,5,0,5,8,0,6,0,0,0,1,0,0
S13,25881,MTH,65,Introductory Algebra-2nd Term,1,37,54.10%,10,5,5,0,2,8,0,7,0,0,0,0,0,0
S13,22707,MTH,20,Basic Math,3,22,40.90%,3,4,2,0,3,5,1,4,0,0,0,0,0,0
S13,24742,MTH,95,Intermediate Algebra,2,27,44.40%,4,4,1,3,5,2,3,5,0,0,0,0,0,0
S13,27620,MTH,111H,College Algebra: Honors,1,15,80.00%,8,3,1,0,0,2,0,1,0,0,0,0,0,0
S13,20028,MTH,244,Statistics II,1,29,75.90%,8,10,3,1,3,2,0,2,0,0,0,0,0,0
S13,26545,MTH,244,Statistics II,1,36,97.20%,24,10,1,0,0,1,0,0,0,0,0,0,0,0
S13,20026,MTH,112,Elementary Functions,1,35,48.60%,6,5,5,1,3,6,1,8,0,0,0,0,0,0
S13,20667,MTH,112,Elementary Functions,1,36,63.90%,8,8,7,0,4,0,3,5,1,0,0,0,0,0
S13,23549,MTH,112,Elementary Functions,4,29,79.30%,11,8,4,0,0,0,0,5,1,0,0,0,0,0
S13,20073,MTH,60,Introductory Algebra- 1st Term,1,40,95.00%,15,15,8,0,0,0,0,0,2,0,0,0,0,0
S13,20573,MTH,60,Introductory Algebra- 1st Term,3,24,45.80%,4,3,4,0,2,6,1,4,0,0,0,0,0,0
S13,21198,MTH,60,Introductory Algebra- 1st Term,2,37,67.60%,7,11,5,2,2,6,1,3,0,0,0,0,0,0
S13,21318,MTH,60,Introductory Algebra- 1st Term,1,33,63.60%,4,10,7,0,5,4,0,3,0,0,0,0,0,0
S13,22363,MTH,60,Introductory Algebra- 1st Term,3,27,40.70%,2,4,4,1,2,6,2,6,0,0,0,1,0,0
S13,22586,MTH,60,Introductory Algebra- 1st Term,2,22,68.20%,4,4,7,0,3,3,0,1,0,0,0,0,0,0
S13,22735,MTH,60,Introductory Algebra- 1st Term,2,19,63.20%,3,4,5,0,1,3,0,3,0,0,0,0,0,0
S13,22915,MTH,60,Introductory Algebra- 1st Term,3,26,26.90%,1,3,3,0,5,6,1,5,2,0,0,1,0,0
